Cluster,RPT_DT,OFNS_DESC,CRM_ATPT_CPTD_CD,LAW_CAT_CD,BOROUGH,LOC_OF_OCCUR_DESC,PREM_TYP_DESC,ZIPCODE
0,11/15/2013,OFF. AGNST PUB ORD SENSBLTY &,COMPLETED,MISDEMEANOR,BROOKLYN,INSIDE,RESIDENCE - PUBLIC HOUSING,11236
0,09/13/2018,PETIT LARCENY,COMPLETED,MISDEMEANOR,QUEENS,INSIDE,RESIDENCE - APT. HOUSE,11106
0,12/28/2020,PETIT LARCENY,COMPLETED,MISDEMEANOR,BROOKLYN,INSIDE,RESIDENCE-HOUSE,11237
4,06/17/2009,HARRASSMENT 2,COMPLETED,VIOLATION,BROOKLYN,INSIDE,RESIDENCE-HOUSE,11236
3,02/05/2021,OFF. AGNST PUB ORD SENSBLTY &,COMPLETED,MISDEMEANOR,BROOKLYN,FRONT OF,RESIDENCE - PUBLIC HOUSING,11212
1,01/23/2012,BURGLARY,COMPLETED,FELONY,BROOKLYN,INSIDE,RESIDENCE-HOUSE,11236
2,05/22/2011,ASSAULT 3 & RELATED OFFENSES,COMPLETED,MISDEMEANOR,BROOKLYN,INSIDE,RESIDENCE - APT. HOUSE,11226
1,02/07/2006,GRAND LARCENY,COMPLETED,FELONY,MANHATTAN,INSIDE,RESIDENCE - APT. HOUSE,10128
2,01/17/2015,ASSAULT 3 & RELATED OFFENSES,COMPLETED,MISDEMEANOR,BRONX,INSIDE,RESIDENCE - APT. HOUSE,10452
5,05/25/2019,DANGEROUS DRUGS,COMPLETED,MISDEMEANOR,MANHATTAN,INSIDE,RESIDENCE - APT. HOUSE,10016
1,12/05/2019,DANGEROUS WEAPONS,COMPLETED,FELONY,BRONX,INSIDE,RESIDENCE - APT. HOUSE,10468
3,06/27/2019,PETIT LARCENY,COMPLETED,MISDEMEANOR,BROOKLYN,FRONT OF,RESIDENCE - APT. HOUSE,11203
4,07/29/2013,HARRASSMENT 2,COMPLETED,VIOLATION,BRONX,INSIDE,RESIDENCE - APT. HOUSE,10466
3,06/11/2009,DANGEROUS DRUGS,COMPLETED,MISDEMEANOR,BROOKLYN,FRONT OF,RESIDENCE - PUBLIC HOUSING,11236
1,04/30/2010,BURGLARY,COMPLETED,FELONY,BRONX,INSIDE,RESIDENCE - APT. HOUSE,10459
0,07/30/2013,ASSAULT 3 & RELATED OFFENSES,COMPLETED,MISDEMEANOR,QUEENS,INSIDE,RESIDENCE - PUBLIC HOUSING,11101
3,04/12/2013,PETIT LARCENY,COMPLETED,MISDEMEANOR,STATEN ISLAND,FRONT OF,RESIDENCE-HOUSE,10301
2,10/04/2007,MISCELLANEOUS PENAL LAW,COMPLETED,VIOLATION,BRONX,FRONT OF,RESIDENCE - PUBLIC HOUSING,10469
3,04/03/2007,PETIT LARCENY,COMPLETED,MISDEMEANOR,BROOKLYN,FRONT OF,RESIDENCE-HOUSE,11234
0,07/24/2011,OFF. AGNST PUB ORD SENSBLTY &,COMPLETED,MISDEMEANOR,QUEENS,INSIDE,RESIDENCE-HOUSE,11691
4,11/20/2007,HARRASSMENT 2,COMPLETED,VIOLATION,STATEN ISLAND,FRONT OF,RESIDENCE-HOUSE,10312
0,11/09/2014,OFF. AGNST PUB ORD SENSBLTY &,COMPLETED,MISDEMEANOR,STATEN ISLAND,INSIDE,RESIDENCE-HOUSE,10308
4,05/05/2018,HARRASSMENT 2,COMPLETED,VIOLATION,BRONX,INSIDE,RESIDENCE - PUBLIC HOUSING,10451
0,07/14/2020,PETIT LARCENY,COMPLETED,MISDEMEANOR,QUEENS,INSIDE,RESIDENCE - APT. HOUSE,11368
1,12/12/2019,CRIMINAL MISCHIEF & RELATED OF,COMPLETED,FELONY,MANHATTAN,INSIDE,RESIDENCE - APT. HOUSE,10030
5,01/26/2017,CRIMINAL TRESPASS,COMPLETED,MISDEMEANOR,MANHATTAN,INSIDE,RESIDENCE - PUBLIC HOUSING,10115
5,08/30/2010,OFF. AGNST PUB ORD SENSBLTY &,COMPLETED,MISDEMEANOR,BROOKLYN,INSIDE,RESIDENCE - APT. HOUSE,11226
4,11/20/2007,HARRASSMENT 2,COMPLETED,VIOLATION,BROOKLYN,FRONT OF,RESIDENCE - APT. HOUSE,11206
4,10/07/2018,HARRASSMENT 2,COMPLETED,VIOLATION,MANHATTAN,INSIDE,RESIDENCE - APT. HOUSE,10014
0,04/18/2008,DANGEROUS DRUGS,COMPLETED,MISDEMEANOR,QUEENS,FRONT OF,RESIDENCE - PUBLIC HOUSING,11693
0,06/25/2013,GRAND LARCENY,COMPLETED,FELONY,QUEENS,INSIDE,RESIDENCE-HOUSE,11423
5,07/16/2007,DANGEROUS DRUGS,COMPLETED,MISDEMEANOR,MANHATTAN,FRONT OF,RESIDENCE - PUBLIC HOUSING,10029
0,03/10/2016,OFF. AGNST PUB ORD SENSBLTY &,COMPLETED,MISDEMEANOR,STATEN ISLAND,INSIDE,RESIDENCE-HOUSE,10302
2,12/31/2012,DANGEROUS DRUGS,COMPLETED,MISDEMEANOR,BRONX,INSIDE,RESIDENCE - APT. HOUSE,10454
2,08/24/2014,ASSAULT 3 & RELATED OFFENSES,COMPLETED,MISDEMEANOR,BRONX,FRONT OF,RESIDENCE - APT. HOUSE,10460
0,09/28/2018,PETIT LARCENY,COMPLETED,MISDEMEANOR,STATEN ISLAND,INSIDE,RESIDENCE-HOUSE,10304
5,06/23/2006,PETIT LARCENY,COMPLETED,MISDEMEANOR,MANHATTAN,INSIDE,RESIDENCE - APT. HOUSE,10024
2,06/12/2015,ASSAULT 3 & RELATED OFFENSES,COMPLETED,MISDEMEANOR,BROOKLYN,INSIDE,RESIDENCE - APT. HOUSE,11221
1,01/03/2020,ROBBERY,COMPLETED,FELONY,BROOKLYN,INSIDE,RESIDENCE - APT. HOUSE,11207
0,04/19/2009,BURGLARY,COMPLETED,FELONY,BRONX,INSIDE,RESIDENCE-HOUSE,10467
1,02/11/2013,GRAND LARCENY,COMPLETED,FELONY,BROOKLYN,INSIDE,RESIDENCE-HOUSE,11208
0,10/25/2015,ASSAULT 3 & RELATED OFFENSES,COMPLETED,MISDEMEANOR,QUEENS,INSIDE,RESIDENCE-HOUSE,11419
1,05/14/2008,POSSESSION OF STOLEN PROPERTY,COMPLETED,FELONY,BROOKLYN,FRONT OF,RESIDENCE - PUBLIC HOUSING,11233
1,07/16/2016,GRAND LARCENY,COMPLETED,FELONY,BROOKLYN,INSIDE,RESIDENCE - APT. HOUSE,11219
1,04/17/2017,GRAND LARCENY,COMPLETED,FELONY,BROOKLYN,INSIDE,RESIDENCE - APT. HOUSE,11225
4,07/19/2006,HARRASSMENT 2,COMPLETED,VIOLATION,BROOKLYN,INSIDE,RESIDENCE-HOUSE,11223
0,01/29/2013,ASSAULT 3 & RELATED OFFENSES,COMPLETED,MISDEMEANOR,BROOKLYN,INSIDE,RESIDENCE-HOUSE,11226
1,09/13/2016,FELONY ASSAULT,ATTEMPTED,FELONY,BROOKLYN,INSIDE,RESIDENCE - APT. HOUSE,11249
4,06/22/2019,HARRASSMENT 2,COMPLETED,VIOLATION,BROOKLYN,INSIDE,RESIDENCE - PUBLIC HOUSING,11233
3,05/21/2010,PETIT LARCENY,COMPLETED,MISDEMEANOR,BROOKLYN,INSIDE,RESIDENCE - APT. HOUSE,11214
0,07/09/2017,PETIT LARCENY,COMPLETED,MISDEMEANOR,QUEENS,INSIDE,RESIDENCE-HOUSE,11368
2,07/26/2006,ASSAULT 3 & RELATED OFFENSES,COMPLETED,MISDEMEANOR,BROOKLYN,INSIDE,RESIDENCE - APT. HOUSE,11221
0,05/21/2006,HARRASSMENT 2,COMPLETED,VIOLATION,QUEENS,FRONT OF,RESIDENCE-HOUSE,11368
0,11/01/2013,ASSAULT 3 & RELATED OFFENSES,COMPLETED,MISDEMEANOR,QUEENS,INSIDE,RESIDENCE-HOUSE,11357
1,03/06/2012,GRAND LARCENY,COMPLETED,FELONY,BROOKLYN,INSIDE,RESIDENCE - APT. HOUSE,11218
3,09/18/2008,DANGEROUS DRUGS,COMPLETED,MISDEMEANOR,MANHATTAN,FRONT OF,RESIDENCE - PUBLIC HOUSING,10025
4,04/18/2007,HARRASSMENT 2,COMPLETED,VIOLATION,BROOKLYN,INSIDE,RESIDENCE - APT. HOUSE,11217
4,09/19/2015,HARRASSMENT 2,COMPLETED,VIOLATION,QUEENS,INSIDE,RESIDENCE - APT. HOUSE,11372
1,11/26/2008,GRAND LARCENY,COMPLETED,FELONY,BROOKLYN,INSIDE,RESIDENCE - APT. HOUSE,11209
0,02/12/2018,DANGEROUS WEAPONS,COMPLETED,MISDEMEANOR,QUEENS,REAR OF,RESIDENCE - PUBLIC HOUSING,10044
4,07/25/2016,HARRASSMENT 2,COMPLETED,VIOLATION,MANHATTAN,INSIDE,RESIDENCE - PUBLIC HOUSING,10030
4,01/25/2015,HARRASSMENT 2,COMPLETED,VIOLATION,BROOKLYN,INSIDE,RESIDENCE - APT. HOUSE,11222
2,05/30/2014,ASSAULT 3 & RELATED OFFENSES,COMPLETED,MISDEMEANOR,BRONX,FRONT OF,RESIDENCE - APT. HOUSE,10458
4,04/20/2018,HARRASSMENT 2,COMPLETED,VIOLATION,STATEN ISLAND,INSIDE,RESIDENCE - APT. HOUSE,10309
3,05/03/2021,PETIT LARCENY,COMPLETED,MISDEMEANOR,MANHATTAN,FRONT OF,RESIDENCE - APT. HOUSE,10031
4,06/28/2020,HARRASSMENT 2,COMPLETED,VIOLATION,MANHATTAN,FRONT OF,RESIDENCE - PUBLIC HOUSING,10002
5,05/03/2014,OFF. AGNST PUB ORD SENSBLTY &,COMPLETED,MISDEMEANOR,BROOKLYN,INSIDE,RESIDENCE - APT. HOUSE,11237
4,02/03/2007,HARRASSMENT 2,COMPLETED,VIOLATION,BROOKLYN,INSIDE,RESIDENCE - APT. HOUSE,11232
0,12/10/2014,CRIMINAL TRESPASS,COMPLETED,MISDEMEANOR,BROOKLYN,REAR OF,RESIDENCE-HOUSE,11220
1,09/18/2021,GRAND LARCENY,COMPLETED,FELONY,BROOKLYN,INSIDE,RESIDENCE-HOUSE,11236
3,04/29/2008,PETIT LARCENY,COMPLETED,MISDEMEANOR,MANHATTAN,FRONT OF,RESIDENCE - APT. HOUSE,10025
1,05/07/2009,THEFT-FRAUD,COMPLETED,FELONY,QUEENS,INSIDE,RESIDENCE - APT. HOUSE,11368
0,07/10/2014,OFF. AGNST PUB ORD SENSBLTY &,COMPLETED,MISDEMEANOR,QUEENS,FRONT OF,RESIDENCE-HOUSE,11361
4,07/11/2011,HARRASSMENT 2,COMPLETED,VIOLATION,BROOKLYN,INSIDE,RESIDENCE - APT. HOUSE,11226
0,07/21/2010,GRAND LARCENY OF MOTOR VEHICLE,COMPLETED,FELONY,STATEN ISLAND,FRONT OF,RESIDENCE-HOUSE,10306
4,08/18/2013,HARRASSMENT 2,COMPLETED,VIOLATION,BRONX,INSIDE,RESIDENCE - APT. HOUSE,10462
0,05/22/2014,CRIMINAL MISCHIEF & RELATED OF,COMPLETED,MISDEMEANOR,STATEN ISLAND,FRONT OF,RESIDENCE-HOUSE,10307
2,06/17/2015,DANGEROUS DRUGS,COMPLETED,MISDEMEANOR,BRONX,INSIDE,RESIDENCE - APT. HOUSE,10468
0,04/16/2020,CRIMINAL MISCHIEF & RELATED OF,COMPLETED,MISDEMEANOR,STATEN ISLAND,REAR OF,RESIDENCE-HOUSE,10314
1,03/10/2010,BURGLARY,COMPLETED,FELONY,BROOKLYN,INSIDE,RESIDENCE-HOUSE,11234
1,04/28/2016,GRAND LARCENY,COMPLETED,FELONY,MANHATTAN,INSIDE,RESIDENCE - PUBLIC HOUSING,10016
0,01/11/2019,OFF. AGNST PUB ORD SENSBLTY &,COMPLETED,MISDEMEANOR,QUEENS,INSIDE,RESIDENCE-HOUSE,11411
0,07/14/2020,PETIT LARCENY,COMPLETED,MISDEMEANOR,BRONX,INSIDE,RESIDENCE-HOUSE,10466
2,04/29/2013,ASSAULT 3 & RELATED OFFENSES,COMPLETED,MISDEMEANOR,QUEENS,INSIDE,RESIDENCE - APT. HOUSE,11385
4,01/27/2021,HARRASSMENT 2,COMPLETED,VIOLATION,BRONX,INSIDE,RESIDENCE - APT. HOUSE,10451
1,11/26/2007,FELONY ASSAULT,COMPLETED,FELONY,MANHATTAN,INSIDE,RESIDENCE - PUBLIC HOUSING,10039
0,02/10/2008,CRIMINAL MISCHIEF & RELATED OF,COMPLETED,MISDEMEANOR,QUEENS,REAR OF,RESIDENCE-HOUSE,11369
1,06/07/2017,DANGEROUS WEAPONS,COMPLETED,FELONY,BRONX,INSIDE,RESIDENCE - APT. HOUSE,10473
5,04/29/2015,OFF. AGNST PUB ORD SENSBLTY &,COMPLETED,MISDEMEANOR,MANHATTAN,INSIDE,RESIDENCE - APT. HOUSE,10011
2,06/21/2011,ASSAULT 3 & RELATED OFFENSES,COMPLETED,MISDEMEANOR,BROOKLYN,INSIDE,RESIDENCE - APT. HOUSE,11203
1,10/07/2017,OFF. AGNST PUB ORD SENSBLTY &,COMPLETED,MISDEMEANOR,BROOKLYN,INSIDE,RESIDENCE - APT. HOUSE,11212
0,03/24/2008,PETIT LARCENY,COMPLETED,MISDEMEANOR,BROOKLYN,INSIDE,RESIDENCE-HOUSE,11204
1,06/29/2012,CRIMINAL MISCHIEF & RELATED OF,COMPLETED,MISDEMEANOR,BROOKLYN,INSIDE,RESIDENCE - APT. HOUSE,11223
0,11/21/2012,CRIMINAL MISCHIEF & RELATED OF,COMPLETED,MISDEMEANOR,BROOKLYN,INSIDE,RESIDENCE-HOUSE,11233
1,08/15/2006,CRIMINAL MISCHIEF & RELATED OF,COMPLETED,FELONY,MANHATTAN,INSIDE,RESIDENCE - APT. HOUSE,10039
1,08/17/2019,GRAND LARCENY,COMPLETED,FELONY,BROOKLYN,FRONT OF,RESIDENCE - APT. HOUSE,11237
2,12/03/2016,ASSAULT 3 & RELATED OFFENSES,COMPLETED,MISDEMEANOR,QUEENS,INSIDE,RESIDENCE - APT. HOUSE,11373
0,09/17/2014,PETIT LARCENY,COMPLETED,MISDEMEANOR,STATEN ISLAND,INSIDE,RESIDENCE - PUBLIC HOUSING,10305
3,06/24/2012,CRIMINAL MISCHIEF & RELATED OF,COMPLETED,MISDEMEANOR,BROOKLYN,FRONT OF,RESIDENCE - APT. HOUSE,11216
4,12/31/2011,HARRASSMENT 2,COMPLETED,VIOLATION,BROOKLYN,INSIDE,RESIDENCE - APT. HOUSE,11221
2,07/24/2012,ASSAULT 3 & RELATED OFFENSES,COMPLETED,MISDEMEANOR,MANHATTAN,INSIDE,RESIDENCE - APT. HOUSE,10128
4,07/16/2006,HARRASSMENT 2,COMPLETED,VIOLATION,BRONX,INSIDE,RESIDENCE - APT. HOUSE,10458
0,07/24/2019,OFF. AGNST PUB ORD SENSBLTY &,COMPLETED,MISDEMEANOR,STATEN ISLAND,INSIDE,RESIDENCE-HOUSE,10301
1,05/16/2011,OFFENSES AGAINST PUBLIC ADMINI,COMPLETED,MISDEMEANOR,BROOKLYN,INSIDE,RESIDENCE - APT. HOUSE,11220
1,07/13/2011,FELONY ASSAULT,COMPLETED,FELONY,BRONX,INSIDE,RESIDENCE - APT. HOUSE,10459
3,06/04/2007,PETIT LARCENY,COMPLETED,MISDEMEANOR,BROOKLYN,FRONT OF,RESIDENCE - APT. HOUSE,11214
1,05/13/2020,GRAND LARCENY,COMPLETED,FELONY,QUEENS,INSIDE,RESIDENCE - APT. HOUSE,11102
5,08/16/2015,OFFENSES AGAINST PUBLIC ADMINI,COMPLETED,MISDEMEANOR,MANHATTAN,INSIDE,RESIDENCE - PUBLIC HOUSING,10029
3,01/19/2012,OFF. AGNST PUB ORD SENSBLTY &,COMPLETED,MISDEMEANOR,BROOKLYN,FRONT OF,RESIDENCE - PUBLIC HOUSING,11251
2,09/01/2021,ASSAULT 3 & RELATED OFFENSES,COMPLETED,MISDEMEANOR,BROOKLYN,INSIDE,RESIDENCE - APT. HOUSE,11224
2,05/10/2013,CRIMINAL MISCHIEF & RELATED OF,COMPLETED,MISDEMEANOR,BRONX,INSIDE,RESIDENCE - APT. HOUSE,10452
3,06/17/2016,PETIT LARCENY,COMPLETED,MISDEMEANOR,BROOKLYN,INSIDE,RESIDENCE-HOUSE,11212
0,10/28/2006,DANGEROUS DRUGS,COMPLETED,MISDEMEANOR,BROOKLYN,INSIDE,RESIDENCE - PUBLIC HOUSING,11206
4,07/22/2008,HARRASSMENT 2,COMPLETED,VIOLATION,BROOKLYN,INSIDE,RESIDENCE - APT. HOUSE,11210
4,09/16/2016,HARRASSMENT 2,COMPLETED,VIOLATION,BRONX,INSIDE,RESIDENCE - PUBLIC HOUSING,10465
5,12/21/2020,OFF. AGNST PUB ORD SENSBLTY &,COMPLETED,MISDEMEANOR,MANHATTAN,INSIDE,RESIDENCE - PUBLIC HOUSING,10002
1,10/17/2017,GRAND LARCENY,COMPLETED,FELONY,MANHATTAN,INSIDE,RESIDENCE - APT. HOUSE,10036
0,06/08/2014,HARRASSMENT 2,COMPLETED,VIOLATION,QUEENS,INSIDE,RESIDENCE-HOUSE,11416
3,10/02/2011,OFFENSES AGAINST PUBLIC ADMINI,COMPLETED,MISDEMEANOR,MANHATTAN,FRONT OF,RESIDENCE - PUBLIC HOUSING,10002
0,02/13/2018,OFF. AGNST PUB ORD SENSBLTY &,COMPLETED,MISDEMEANOR,BRONX,INSIDE,RESIDENCE - PUBLIC HOUSING,10472
1,12/05/2014,GRAND LARCENY,COMPLETED,FELONY,BROOKLYN,INSIDE,RESIDENCE - APT. HOUSE,11238
1,01/06/2012,RAPE,COMPLETED,FELONY,BRONX,INSIDE,RESIDENCE - APT. HOUSE,10466
1,10/14/2008,BURGLARY,COMPLETED,FELONY,BROOKLYN,INSIDE,RESIDENCE - APT. HOUSE,11233
1,10/04/2016,BURGLARY,COMPLETED,FELONY,QUEENS,INSIDE,RESIDENCE - APT. HOUSE,11354
1,03/21/2020,FELONY ASSAULT,COMPLETED,FELONY,BROOKLYN,INSIDE,RESIDENCE - PUBLIC HOUSING,11207
2,03/15/2012,MISCELLANEOUS PENAL LAW,COMPLETED,VIOLATION,BRONX,INSIDE,RESIDENCE - APT. HOUSE,10460
2,12/17/2019,PETIT LARCENY,COMPLETED,MISDEMEANOR,BRONX,INSIDE,RESIDENCE - APT. HOUSE,10453
4,11/12/2016,HARRASSMENT 2,COMPLETED,VIOLATION,BROOKLYN,INSIDE,RESIDENCE - APT. HOUSE,11219
4,02/20/2019,HARRASSMENT 2,COMPLETED,VIOLATION,BRONX,INSIDE,RESIDENCE - APT. HOUSE,10469
5,04/26/2017,CRIMINAL TRESPASS,COMPLETED,MISDEMEANOR,MANHATTAN,INSIDE,RESIDENCE - PUBLIC HOUSING,10029
2,06/19/2007,ASSAULT 3 & RELATED OFFENSES,COMPLETED,MISDEMEANOR,MANHATTAN,INSIDE,RESIDENCE - PUBLIC HOUSING,10034
0,09/21/2009,OFF. AGNST PUB ORD SENSBLTY &,COMPLETED,MISDEMEANOR,QUEENS,INSIDE,RESIDENCE - APT. HOUSE,11369
2,02/01/2016,OFFENSES AGAINST PUBLIC ADMINI,COMPLETED,MISDEMEANOR,BRONX,INSIDE,RESIDENCE - PUBLIC HOUSING,10473
0,07/19/2013,OFF. AGNST PUB ORD SENSBLTY &,COMPLETED,MISDEMEANOR,STATEN ISLAND,INSIDE,RESIDENCE - PUBLIC HOUSING,10306
1,07/26/2006,MISCELLANEOUS PENAL LAW,COMPLETED,FELONY,BROOKLYN,FRONT OF,RESIDENCE-HOUSE,11216
3,04/22/2007,CRIMINAL MISCHIEF & RELATED OF,COMPLETED,MISDEMEANOR,MANHATTAN,FRONT OF,RESIDENCE - APT. HOUSE,10023
2,09/04/2014,DANGEROUS DRUGS,COMPLETED,MISDEMEANOR,BRONX,INSIDE,RESIDENCE - PUBLIC HOUSING,10454
5,12/24/2020,OFF. AGNST PUB ORD SENSBLTY &,COMPLETED,MISDEMEANOR,BROOKLYN,INSIDE,RESIDENCE - APT. HOUSE,11233
1,03/23/2013,MISCELLANEOUS PENAL LAW,COMPLETED,FELONY,BRONX,INSIDE,RESIDENCE - APT. HOUSE,10457
1,11/24/2012,THEFT-FRAUD,COMPLETED,FELONY,QUEENS,INSIDE,RESIDENCE - APT. HOUSE,11101
1,10/16/2010,GRAND LARCENY,COMPLETED,FELONY,BROOKLYN,INSIDE,RESIDENCE - APT. HOUSE,11211
2,09/10/2020,PETIT LARCENY,COMPLETED,MISDEMEANOR,BRONX,INSIDE,RESIDENCE - APT. HOUSE,10451
2,09/14/2010,ASSAULT 3 & RELATED OFFENSES,COMPLETED,MISDEMEANOR,BROOKLYN,INSIDE,RESIDENCE - APT. HOUSE,11221
4,06/10/2012,HARRASSMENT 2,COMPLETED,VIOLATION,BROOKLYN,INSIDE,RESIDENCE-HOUSE,11229
1,11/17/2013,BURGLARY,COMPLETED,FELONY,BRONX,INSIDE,RESIDENCE - APT. HOUSE,10468
4,10/12/2007,HARRASSMENT 2,COMPLETED,VIOLATION,BROOKLYN,INSIDE,RESIDENCE - APT. HOUSE,11226
2,12/13/2009,CRIMINAL TRESPASS,COMPLETED,MISDEMEANOR,BRONX,INSIDE,RESIDENCE - APT. HOUSE,10458
4,08/13/2014,HARRASSMENT 2,COMPLETED,VIOLATION,BROOKLYN,OPPOSITE OF,RESIDENCE - APT. HOUSE,11216
2,04/24/2014,ASSAULT 3 & RELATED OFFENSES,COMPLETED,MISDEMEANOR,BRONX,FRONT OF,RESIDENCE - APT. HOUSE,10453
4,01/10/2013,HARRASSMENT 2,COMPLETED,VIOLATION,STATEN ISLAND,INSIDE,RESIDENCE - APT. HOUSE,10306
1,06/01/2017,THEFT-FRAUD,COMPLETED,FELONY,BROOKLYN,INSIDE,RESIDENCE - APT. HOUSE,11229
4,02/20/2009,HARRASSMENT 2,COMPLETED,VIOLATION,BRONX,INSIDE,RESIDENCE - APT. HOUSE,10472
0,03/20/2007,CRIMINAL MISCHIEF & RELATED OF,COMPLETED,MISDEMEANOR,BRONX,FRONT OF,RESIDENCE-HOUSE,10460
1,07/28/2012,FELONY ASSAULT,COMPLETED,FELONY,BROOKLYN,INSIDE,RESIDENCE - APT. HOUSE,11237
1,04/19/2018,DANGEROUS WEAPONS,COMPLETED,FELONY,BRONX,INSIDE,RESIDENCE - PUBLIC HOUSING,10455
2,06/19/2013,PETIT LARCENY,COMPLETED,MISDEMEANOR,BRONX,INSIDE,RESIDENCE - APT. HOUSE,10460
0,07/11/2011,OFF. AGNST PUB ORD SENSBLTY &,COMPLETED,MISDEMEANOR,QUEENS,INSIDE,RESIDENCE-HOUSE,11378
2,06/15/2016,ASSAULT 3 & RELATED OFFENSES,COMPLETED,MISDEMEANOR,BROOKLYN,INSIDE,RESIDENCE - APT. HOUSE,11221
3,12/02/2019,PETIT LARCENY,COMPLETED,MISDEMEANOR,BROOKLYN,FRONT OF,RESIDENCE - APT. HOUSE,11219
5,08/08/2010,FELONY ASSAULT,COMPLETED,FELONY,MANHATTAN,INSIDE,RESIDENCE - APT. HOUSE,10029
1,11/25/2007,BURGLARY,COMPLETED,FELONY,BROOKLYN,INSIDE,RESIDENCE - APT. HOUSE,11226
4,12/19/2007,HARRASSMENT 2,COMPLETED,VIOLATION,QUEENS,INSIDE,RESIDENCE - APT. HOUSE,11415
3,10/15/2010,CRIMINAL MISCHIEF & RELATED OF,COMPLETED,MISDEMEANOR,MANHATTAN,FRONT OF,RESIDENCE - APT. HOUSE,10032
4,04/01/2007,HARRASSMENT 2,COMPLETED,VIOLATION,BROOKLYN,INSIDE,RESIDENCE-HOUSE,11236
2,08/31/2018,ASSAULT 3 & RELATED OFFENSES,COMPLETED,MISDEMEANOR,BROOKLYN,INSIDE,RESIDENCE - APT. HOUSE,11223
4,12/24/2015,HARRASSMENT 2,COMPLETED,VIOLATION,BROOKLYN,INSIDE,RESIDENCE - PUBLIC HOUSING,11201
1,05/02/2016,GRAND LARCENY,COMPLETED,FELONY,BRONX,INSIDE,RESIDENCE - APT. HOUSE,10457
4,08/29/2021,HARRASSMENT 2,COMPLETED,VIOLATION,STATEN ISLAND,FRONT OF,RESIDENCE-HOUSE,10309
0,08/13/2012,BURGLARY,ATTEMPTED,FELONY,BRONX,INSIDE,RESIDENCE-HOUSE,10469
1,03/21/2007,THEFT-FRAUD,COMPLETED,FELONY,MANHATTAN,INSIDE,RESIDENCE - APT. HOUSE,10019
0,10/06/2011,OFF. AGNST PUB ORD SENSBLTY &,COMPLETED,MISDEMEANOR,BRONX,FRONT OF,RESIDENCE-HOUSE,10457
5,12/13/2015,DANGEROUS DRUGS,COMPLETED,MISDEMEANOR,MANHATTAN,REAR OF,RESIDENCE - PUBLIC HOUSING,10027
0,06/05/2021,UNAUTHORIZED USE OF A VEHICLE,COMPLETED,MISDEMEANOR,BROOKLYN,INSIDE,RESIDENCE-HOUSE,11207
0,01/09/2007,OFF. AGNST PUB ORD SENSBLTY &,COMPLETED,MISDEMEANOR,BROOKLYN,INSIDE,RESIDENCE-HOUSE,11238
2,01/18/2017,ASSAULT 3 & RELATED OFFENSES,COMPLETED,MISDEMEANOR,QUEENS,INSIDE,RESIDENCE - APT. HOUSE,11377
1,11/15/2006,GRAND LARCENY,COMPLETED,FELONY,BROOKLYN,INSIDE,RESIDENCE - APT. HOUSE,11238
0,11/25/2018,PETIT LARCENY,COMPLETED,MISDEMEANOR,QUEENS,FRONT OF,RESIDENCE-HOUSE,11691
5,12/10/2008,OFF. AGNST PUB ORD SENSBLTY &,COMPLETED,MISDEMEANOR,BROOKLYN,INSIDE,RESIDENCE - APT. HOUSE,11220
0,07/06/2019,FELONY ASSAULT,COMPLETED,FELONY,QUEENS,INSIDE,RESIDENCE-HOUSE,11429
2,08/23/2009,CRIMINAL MISCHIEF & RELATED OF,COMPLETED,MISDEMEANOR,BRONX,INSIDE,RESIDENCE - APT. HOUSE,10472
3,12/06/2011,DANGEROUS DRUGS,COMPLETED,MISDEMEANOR,BROOKLYN,REAR OF,RESIDENCE - PUBLIC HOUSING,11208
1,06/30/2010,BURGLARY,COMPLETED,FELONY,BROOKLYN,INSIDE,RESIDENCE-HOUSE,11226
1,09/20/2012,ARSON,COMPLETED,FELONY,BRONX,INSIDE,RESIDENCE - APT. HOUSE,10458
0,03/03/2012,FRAUDS,COMPLETED,MISDEMEANOR,STATEN ISLAND,INSIDE,RESIDENCE-HOUSE,10312
4,07/23/2007,HARRASSMENT 2,COMPLETED,VIOLATION,BRONX,FRONT OF,RESIDENCE-HOUSE,10465
5,01/12/2019,OFF. AGNST PUB ORD SENSBLTY &,COMPLETED,MISDEMEANOR,BROOKLYN,INSIDE,RESIDENCE - APT. HOUSE,11213
2,05/06/2020,OFF. AGNST PUB ORD SENSBLTY &,COMPLETED,MISDEMEANOR,BRONX,INSIDE,RESIDENCE - APT. HOUSE,10465
2,09/22/2017,PETIT LARCENY,COMPLETED,MISDEMEANOR,BRONX,INSIDE,RESIDENCE - APT. HOUSE,10454
0,10/29/2014,THEFT-FRAUD,COMPLETED,FELONY,STATEN ISLAND,INSIDE,RESIDENCE-HOUSE,10307
1,12/23/2015,FELONY ASSAULT,COMPLETED,FELONY,BROOKLYN,INSIDE,RESIDENCE - APT. HOUSE,11220
1,08/16/2018,THEFT-FRAUD,COMPLETED,FELONY,BRONX,INSIDE,RESIDENCE - APT. HOUSE,10459
2,05/26/2010,DANGEROUS DRUGS,COMPLETED,MISDEMEANOR,BRONX,REAR OF,RESIDENCE - APT. HOUSE,10468
0,10/31/2020,OFFENSES AGAINST PUBLIC ADMINI,COMPLETED,MISDEMEANOR,QUEENS,INSIDE,RESIDENCE - APT. HOUSE,11373
